#abi1
151C-188	151C	188	1	再起动	在自己的回合可以使用1次。从牌库上方抽取卡牌，直到自己的手牌变为3张为止。
151C-190	151C	190	1	伏特飘浮	如果这只宝可梦身上附着了【雷】能量的话，则这只宝可梦【撤退】所需能量，全部消除。
151C-191	151C	191	1	再起动	在自己的回合可以使用1次。从牌库上方抽取卡牌，直到自己的手牌变为3张为止。
151C-192	151C	192	1	再起动	在自己的回合可以使用1次。从牌库上方抽取卡牌，直到自己的手牌变为3张为止。
CBB2C-0102	CBB2C	0102	1	共鸣进化	在自己的回合，如果从手牌使出宝可梦使自己的其他「伊布」进行进化了的话，则可使用1次。从自己的牌库中选择1张从这只宝可梦进化而来的卡牌，放于这只宝可梦身上进行进化。并重洗牌库。
CBB2C-0104	CBB2C	0104	1	共鸣进化	在自己的回合，如果从手牌使出宝可梦使自己的其他「伊布」进行进化了的话，则可使用1次。从自己的牌库中选择1张从这只宝可梦进化而来的卡牌，放于这只宝可梦身上进行进化。并重洗牌库。
CBB2C-0106	CBB2C	0106	1	共鸣进化	在自己的回合，如果从手牌使出宝可梦使自己的其他「伊布」进行进化了的话，则可使用1次。从自己的牌库中选择1张从这只宝可梦进化而来的卡牌，放于这只宝可梦身上进行进化。并重洗牌库。
CBB2C-0108	CBB2C	0108	1	共鸣进化	在自己的回合，如果从手牌使出宝可梦使自己的其他「伊布」进行进化了的话，则可使用1次。从自己的牌库中选择1张从这只宝可梦进化而来的卡牌，放于这只宝可梦身上进行进化。并重洗牌库。
CBB2C-0110	CBB2C	0110	1	共鸣进化	在自己的回合，如果从手牌使出宝可梦使自己的其他「伊布」进行进化了的话，则可使用1次。从自己的牌库中选择1张从这只宝可梦进化而来的卡牌，放于这只宝可梦身上进行进化。并重洗牌库。
CBB2C-0112	CBB2C	0112	1	共鸣进化	在自己的回合，如果从手牌使出宝可梦使自己的其他「伊布」进行进化了的话，则可使用1次。从自己的牌库中选择1张从这只宝可梦进化而来的卡牌，放于这只宝可梦身上进行进化。并重洗牌库。
CBB2C-0115	CBB2C	0115	1	共鸣进化	在自己的回合，如果从手牌使出宝可梦使自己的其他「伊布」进行进化了的话，则可使用1次。从自己的牌库中选择1张从这只宝可梦进化而来的卡牌，放于这只宝可梦身上进行进化。并重洗牌库。
CBB2C-0201	CBB2C	0201	1	水隐	只要这只宝可梦，处于备战区，就不会受到招式的伤害。
CBB2C-0202	CBB2C	0202	1	激流觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【火】宝可梦的特性，全部消除。
CBB2C-0203	CBB2C	0203	1	水隐	只要这只宝可梦，处于备战区，就不会受到招式的伤害。
CBB2C-0204	CBB2C	0204	1	激流觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【火】宝可梦的特性，全部消除。
CBB2C-0205	CBB2C	0205	1	水隐	只要这只宝可梦，处于备战区，就不会受到招式的伤害。
CBB2C-0206	CBB2C	0206	1	激流觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【火】宝可梦的特性，全部消除。
CBB2C-0207	CBB2C	0207	1	水隐	只要这只宝可梦，处于备战区，就不会受到招式的伤害。
CBB2C-0208	CBB2C	0208	1	激流觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【火】宝可梦的特性，全部消除。
CBB2C-0209	CBB2C	0209	1	水隐	只要这只宝可梦，处于备战区，就不会受到招式的伤害。
CBB2C-0210	CBB2C	0210	1	激流觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【火】宝可梦的特性，全部消除。
CBB2C-0211	CBB2C	0211	1	水隐	只要这只宝可梦，处于备战区，就不会受到招式的伤害。
CBB2C-0212	CBB2C	0212	1	激流觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【火】宝可梦的特性，全部消除。
CBB2C-0301	CBB2C	0301	1	迅雷觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【水】宝可梦的特性，全部消除。
CBB2C-0303	CBB2C	0303	1	迅雷觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【水】宝可梦的特性，全部消除。
CBB2C-0305	CBB2C	0305	1	迅雷觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【水】宝可梦的特性，全部消除。
CBB2C-0307	CBB2C	0307	1	迅雷觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【水】宝可梦的特性，全部消除。
CBB2C-0309	CBB2C	0309	1	迅雷觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【水】宝可梦的特性，全部消除。
CBB2C-0311	CBB2C	0311	1	迅雷觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【水】宝可梦的特性，全部消除。
CBB2C-0401	CBB2C	0401	1	灼热觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【草】宝可梦的特性，全部消除。
CBB2C-0403	CBB2C	0403	1	灼热觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【草】宝可梦的特性，全部消除。
CBB2C-0405	CBB2C	0405	1	灼热觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【草】宝可梦的特性，全部消除。
CBB2C-0407	CBB2C	0407	1	灼热觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【草】宝可梦的特性，全部消除。
CBB2C-0409	CBB2C	0409	1	灼热觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【草】宝可梦的特性，全部消除。
CBB2C-0411	CBB2C	0411	1	灼热觉醒	如果这只宝可梦身上放有「回忆胶囊」的话，则双方场上【草】宝可梦的特性，全部消除。
CBB2C-0514	CBB2C	0514	1	太阳启示	只要这只宝可梦在场上，身上附有能量的自己所有的宝可梦，不受到对手宝可梦使用的招式的效果影响。（已经受到的效果，不会消失。）
CBB2C-0614	CBB2C	0614	1	黑暗信号	在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择对手的1只备战宝可梦，将其与战斗宝可梦互换。
CBB2C-0814	CBB2C	0814	1	水晶之幕	这只宝可梦，不会受到对手「宝可梦【VMAX】」（除「冰伊布【VMAX】」外）的招式的伤害。
CBB2C-0913	CBB2C	0913	1	梦中赠礼	在自己的回合可以使用1次，如果使用了，则自己的回合结束。选择自己牌库中1张物品，在给对手看过之后，加入手牌。并重洗牌库。
CBB3C-0107	CBB3C	0107	1	月面领域	只要这只宝可梦在场上，身上附着了【超】能量的自己所有宝可梦的【撤退】所需能量，全部消除。
CBB3C-0301	CBB3C	0301	1	暗夜之门	在自己的回合可以使用1次。将自己的战斗宝可梦与备战宝可梦互换。
CBB3C-0302	CBB3C	0302	1	暗夜之门	在自己的回合可以使用1次。将自己的战斗宝可梦与备战宝可梦互换。
CBB3C-0303	CBB3C	0303	1	暗夜之门	在自己的回合可以使用1次。将自己的战斗宝可梦与备战宝可梦互换。
CBB3C-0304	CBB3C	0304	1	暗夜之门	在自己的回合可以使用1次。将自己的战斗宝可梦与备战宝可梦互换。
CBB3C-0305	CBB3C	0305	1	暗夜之门	在自己的回合可以使用1次。将自己的战斗宝可梦与备战宝可梦互换。
CBB3C-0306	CBB3C	0306	1	暗夜之门	在自己的回合可以使用1次。将自己的战斗宝可梦与备战宝可梦互换。
CBB3C-0307	CBB3C	0307	1	暗夜之门	在自己的回合可以使用1次。将自己的战斗宝可梦与备战宝可梦互换。
CBB3C-0401	CBB3C	0401	1	声援之骨	只要这只宝可梦在备战区，自己的「嘎啦嘎啦」所使用的招式，给对手的战斗宝可梦造成的伤害「+30」。
CBB3C-0402	CBB3C	0402	1	声援之骨	只要这只宝可梦在备战区，自己的「嘎啦嘎啦」所使用的招式，给对手的战斗宝可梦造成的伤害「+30」。
CBB3C-0403	CBB3C	0403	1	声援之骨	只要这只宝可梦在备战区，自己的「嘎啦嘎啦」所使用的招式，给对手的战斗宝可梦造成的伤害「+30」。
CBB3C-0404	CBB3C	0404	1	声援之骨	只要这只宝可梦在备战区，自己的「嘎啦嘎啦」所使用的招式，给对手的战斗宝可梦造成的伤害「+30」。
CBB3C-0405	CBB3C	0405	1	声援之骨	只要这只宝可梦在备战区，自己的「嘎啦嘎啦」所使用的招式，给对手的战斗宝可梦造成的伤害「+30」。
CBB3C-0406	CBB3C	0406	1	声援之骨	只要这只宝可梦在备战区，自己的「嘎啦嘎啦」所使用的招式，给对手的战斗宝可梦造成的伤害「+30」。
CBB3C-0407	CBB3C	0407	1	声援之骨	只要这只宝可梦在备战区，自己的「嘎啦嘎啦」所使用的招式，给对手的战斗宝可梦造成的伤害「+30」。
CBB3C-0601	CBB3C	0601	1	精炼	在自己的回合，如果将自己的1张手牌放于弃牌区的话，则可使用1次。从自己牌库上方抽取2张卡牌。
CBB3C-0602	CBB3C	0602	1	精炼	在自己的回合，如果将自己的1张手牌放于弃牌区的话，则可使用1次。从自己牌库上方抽取2张卡牌。
CBB3C-0603	CBB3C	0603	1	精炼	在自己的回合，如果将自己的1张手牌放于弃牌区的话，则可使用1次。从自己牌库上方抽取2张卡牌。
CBB3C-0604	CBB3C	0604	1	精炼	在自己的回合，如果将自己的1张手牌放于弃牌区的话，则可使用1次。从自己牌库上方抽取2张卡牌。
CBB3C-0605	CBB3C	0605	1	精炼	在自己的回合，如果将自己的1张手牌放于弃牌区的话，则可使用1次。从自己牌库上方抽取2张卡牌。
CBB3C-0606	CBB3C	0606	1	精炼	在自己的回合，如果将自己的1张手牌放于弃牌区的话，则可使用1次。从自己牌库上方抽取2张卡牌。
CBB3C-0607	CBB3C	0607	1	精神拥抱	在自己的回合可以使用任意次。选择自己弃牌区中的1张「基本【超】能量」，附着于自己的【超】宝可梦身上。然后，在被附着的宝可梦身上放置2个伤害指示物。（对会被【昏厥】的宝可梦，无法使用这个特性。）
CBB3C-0701	CBB3C	0701	1	贡献玩偶	在自己的回合可以使用1次。选择自己弃牌区中的1张支援者，在给对手看过之后，加入手牌。然后，将这只宝可梦放于放逐区。（除宝可梦以外的卡牌，全部放于弃牌区。）
CBB3C-0702	CBB3C	0702	1	贡献玩偶	在自己的回合可以使用1次。选择自己弃牌区中的1张支援者，在给对手看过之后，加入手牌。然后，将这只宝可梦放于放逐区。（除宝可梦以外的卡牌，全部放于弃牌区。）
CBB3C-0703	CBB3C	0703	1	贡献玩偶	在自己的回合可以使用1次。选择自己弃牌区中的1张支援者，在给对手看过之后，加入手牌。然后，将这只宝可梦放于放逐区。（除宝可梦以外的卡牌，全部放于弃牌区。）
CBB3C-0704	CBB3C	0704	1	贡献玩偶	在自己的回合可以使用1次。选择自己弃牌区中的1张支援者，在给对手看过之后，加入手牌。然后，将这只宝可梦放于放逐区。（除宝可梦以外的卡牌，全部放于弃牌区。）
CBB3C-0705	CBB3C	0705	1	贡献玩偶	在自己的回合可以使用1次。选择自己弃牌区中的1张支援者，在给对手看过之后，加入手牌。然后，将这只宝可梦放于放逐区。（除宝可梦以外的卡牌，全部放于弃牌区。）
CBB3C-0706	CBB3C	0706	1	贡献玩偶	在自己的回合可以使用1次。选择自己弃牌区中的1张支援者，在给对手看过之后，加入手牌。然后，将这只宝可梦放于放逐区。（除宝可梦以外的卡牌，全部放于弃牌区。）
CBB3C-0901	CBB3C	0901	1	魔法轻弹	在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择对手战斗宝可梦身上附着的1个能量，转附于对手的备战宝可梦身上。
CBB3C-0902	CBB3C	0902	1	魔法轻弹	在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择对手战斗宝可梦身上附着的1个能量，转附于对手的备战宝可梦身上。
CBB3C-0903	CBB3C	0903	1	魔法轻弹	在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择对手战斗宝可梦身上附着的1个能量，转附于对手的备战宝可梦身上。
CBB3C-0904	CBB3C	0904	1	魔法轻弹	在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择对手战斗宝可梦身上附着的1个能量，转附于对手的备战宝可梦身上。
CBB3C-0905	CBB3C	0905	1	魔法轻弹	在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择对手战斗宝可梦身上附着的1个能量，转附于对手的备战宝可梦身上。
CBB3C-0906	CBB3C	0906	1	魔法轻弹	在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择对手战斗宝可梦身上附着的1个能量，转附于对手的备战宝可梦身上。
CBB3C-0907	CBB3C	0907	1	魔法轻弹	在自己的回合，当将这张卡牌从手牌使出并进行进化时，可使用1次。选择对手战斗宝可梦身上附着的1个能量，转附于对手的备战宝可梦身上。
CBB3C-1301	CBB3C	1301	1	神秘守护	这只宝可梦，不受到对手「宝可梦【ex】・【V】」的招式的伤害。
CBB3C-1302	CBB3C	1302	1	神秘守护	这只宝可梦，不受到对手「宝可梦【ex】・【V】」的招式的伤害。
CBB3C-1303	CBB3C	1303	1	神秘守护	这只宝可梦，不受到对手「宝可梦【ex】・【V】」的招式的伤害。
CBB3C-1304	CBB3C	1304	1	神秘守护	这只宝可梦，不受到对手「宝可梦【ex】・【V】」的招式的伤害。
CBB3C-1305	CBB3C	1305	1	神秘守护	这只宝可梦，不受到对手「宝可梦【ex】・【V】」的招式的伤害。
CBB3C-1306	CBB3C	1306	1	神秘守护	这只宝可梦，不受到对手「宝可梦【ex】・【V】」的招式的伤害。
CBB3C-1307	CBB3C	1307	1	神秘守护	这只宝可梦，不受到对手「宝可梦【ex】・【V】」的招式的伤害。
CBB3C-1401	CBB3C	1401	1	空腹冲刺	如果这只宝可梦身上没有附着任何能量的话，则这只宝可梦【撤退】所需能量，全部消除。
CBB3C-1402	CBB3C	1402	1	空腹冲刺	如果这只宝可梦身上没有附着任何能量的话，则这只宝可梦【撤退】所需能量，全部消除。
CBB3C-1403	CBB3C	1403	1	空腹冲刺	如果这只宝可梦身上没有附着任何能量的话，则这只宝可梦【撤退】所需能量，全部消除。
CBB3C-1404	CBB3C	1404	1	空腹冲刺	如果这只宝可梦身上没有附着任何能量的话，则这只宝可梦【撤退】所需能量，全部消除。
CBB3C-1405	CBB3C	1405	1	空腹冲刺	如果这只宝可梦身上没有附着任何能量的话，则这只宝可梦【撤退】所需能量，全部消除。
CBB3C-1406	CBB3C	1406	1	空腹冲刺	如果这只宝可梦身上没有附着任何能量的话，则这只宝可梦【撤退】所需能量，全部消除。
CBB3C-1407	CBB3C	1407	1	空腹冲刺	如果这只宝可梦身上没有附着任何能量的话，则这只宝可梦【撤退】所需能量，全部消除。
CBB4C-0701	CBB4C	0701	1	深潜回忆	只要这只宝可梦在场上，自己所有已经进化的宝可梦，可以使用其所有进化前拥有的招式。[需要满足使用招式所需能量。]
CBB4C-0702	CBB4C	0702	1	深潜回忆	只要这只宝可梦在场上，自己所有已经进化的宝可梦，可以使用其所有进化前拥有的招式。[需要满足使用招式所需能量。]
CBB4C-0703	CBB4C	0703	1	深潜回忆	只要这只宝可梦在场上，自己所有已经进化的宝可梦，可以使用其所有进化前拥有的招式。[需要满足使用招式所需能量。]
CBB4C-0704	CBB4C	0704	1	深潜回忆	只要这只宝可梦在场上，自己所有已经进化的宝可梦，可以使用其所有进化前拥有的招式。[需要满足使用招式所需能量。]
CBB4C-0705	CBB4C	0705	1	深潜回忆	只要这只宝可梦在场上，自己所有已经进化的宝可梦，可以使用其所有进化前拥有的招式。[需要满足使用招式所需能量。]
CBB4C-0706	CBB4C	0706	1	深潜回忆	只要这只宝可梦在场上，自己所有已经进化的宝可梦，可以使用其所有进化前拥有的招式。[需要满足使用招式所需能量。]
CBB4C-0707	CBB4C	0707	1	深潜回忆	只要这只宝可梦在场上，自己所有已经进化的宝可梦，可以使用其所有进化前拥有的招式。[需要满足使用招式所需能量。]
CBB4C-0901	CBB4C	0901	1	火焰武斗	在自己的回合可以使用1次。选择自己手牌中的「基本【火】能量」和「基本【斗】能量」各最多1张，以任意方式附着于自己宝可梦身上。
CBB4C-0902	CBB4C	0902	1	火焰武斗	在自己的回合可以使用1次。选择自己手牌中的「基本【火】能量」和「基本【斗】能量」各最多1张，以任意方式附着于自己宝可梦身上。
CBB4C-0903	CBB4C	0903	1	火焰武斗	在自己的回合可以使用1次。选择自己手牌中的「基本【火】能量」和「基本【斗】能量」各最多1张，以任意方式附着于自己宝可梦身上。
CBB4C-0904	CBB4C	0904	1	火焰武斗	在自己的回合可以使用1次。选择自己手牌中的「基本【火】能量」和「基本【斗】能量」各最多1张，以任意方式附着于自己宝可梦身上。
CBB4C-0905	CBB4C	0905	1	火焰武斗	在自己的回合可以使用1次。选择自己手牌中的「基本【火】能量」和「基本【斗】能量」各最多1张，以任意方式附着于自己宝可梦身上。
CBB4C-0906	CBB4C	0906	1	火焰武斗	在自己的回合可以使用1次。选择自己手牌中的「基本【火】能量」和「基本【斗】能量」各最多1张，以任意方式附着于自己宝可梦身上。
CBB4C-0907	CBB4C	0907	1	火焰武斗	在自己的回合可以使用1次。选择自己手牌中的「基本【火】能量」和「基本【斗】能量」各最多1张，以任意方式附着于自己宝可梦身上。
CBB4C-1201	CBB4C	1201	1	冻结帷幕	只要这只宝可梦在场上，每当宝可梦检查时，给双方所有拥有特性的宝可梦（除「雪妖女」外）身上，各放置1个伤害指示物。
CBB4C-1202	CBB4C	1202	1	冻结帷幕	只要这只宝可梦在场上，每当宝可梦检查时，给双方所有拥有特性的宝可梦（除「雪妖女」外）身上，各放置1个伤害指示物。
CBB4C-1203	CBB4C	1203	1	冻结帷幕	只要这只宝可梦在场上，每当宝可梦检查时，给双方所有拥有特性的宝可梦（除「雪妖女」外）身上，各放置1个伤害指示物。
CBB4C-1204	CBB4C	1204	1	冻结帷幕	只要这只宝可梦在场上，每当宝可梦检查时，给双方所有拥有特性的宝可梦（除「雪妖女」外）身上，各放置1个伤害指示物。
CBB4C-1205	CBB4C	1205	1	冻结帷幕	只要这只宝可梦在场上，每当宝可梦检查时，给双方所有拥有特性的宝可梦（除「雪妖女」外）身上，各放置1个伤害指示物。
CBB4C-1206	CBB4C	1206	1	冻结帷幕	只要这只宝可梦在场上，每当宝可梦检查时，给双方所有拥有特性的宝可梦（除「雪妖女」外）身上，各放置1个伤害指示物。
CBB4C-1207	CBB4C	1207	1	冻结帷幕	只要这只宝可梦在场上，每当宝可梦检查时，给双方所有拥有特性的宝可梦（除「雪妖女」外）身上，各放置1个伤害指示物。
CBB4C-1801	CBB4C	1801	1	四季更迭	在自己的回合可以使用1次。选择自己牌库中的1张竞技场，在给对手看过之后，加入手牌。并重洗牌库。
CBB4C-1802	CBB4C	1802	1	四季更迭	在自己的回合可以使用1次。选择自己牌库中的1张竞技场，在给对手看过之后，加入手牌。并重洗牌库。
CBB4C-1803	CBB4C	1803	1	四季更迭	在自己的回合可以使用1次。选择自己牌库中的1张竞技场，在给对手看过之后，加入手牌。并重洗牌库。
CBB4C-1804	CBB4C	1804	1	四季更迭	在自己的回合可以使用1次。选择自己牌库中的1张竞技场，在给对手看过之后，加入手牌。并重洗牌库。
CBB4C-1805	CBB4C	1805	1	四季更迭	在自己的回合可以使用1次。选择自己牌库中的1张竞技场，在给对手看过之后，加入手牌。并重洗牌库。
CBB4C-1806	CBB4C	1806	1	四季更迭	在自己的回合可以使用1次。选择自己牌库中的1张竞技场，在给对手看过之后，加入手牌。并重洗牌库。
CBB4C-1807	CBB4C	1807	1	四季更迭	在自己的回合可以使用1次。选择自己牌库中的1张竞技场，在给对手看过之后，加入手牌。并重洗牌库。
CBB4C-2801	CBB4C	2801	1	暗夜振翼	只要这只宝可梦在战斗场上，对手战斗宝可梦的特性（除「暗夜振翼」外），全部消除。
CBB4C-2802	CBB4C	2802	1	暗夜振翼	只要这只宝可梦在战斗场上，对手战斗宝可梦的特性（除「暗夜振翼」外），全部消除。
CBB4C-2803	CBB4C	2803	1	暗夜振翼	只要这只宝可梦在战斗场上，对手战斗宝可梦的特性（除「暗夜振翼」外），全部消除。
CBB4C-2804	CBB4C	2804	1	暗夜振翼	只要这只宝可梦在战斗场上，对手战斗宝可梦的特性（除「暗夜振翼」外），全部消除。
CBB4C-2805	CBB4C	2805	1	暗夜振翼	只要这只宝可梦在战斗场上，对手战斗宝可梦的特性（除「暗夜振翼」外），全部消除。
CBB4C-2806	CBB4C	2806	1	暗夜振翼	只要这只宝可梦在战斗场上，对手战斗宝可梦的特性（除「暗夜振翼」外），全部消除。
CBB4C-2807	CBB4C	2807	1	暗夜振翼	只要这只宝可梦在战斗场上，对手战斗宝可梦的特性（除「暗夜振翼」外），全部消除。
